trial,question_index,question_text,answer_index,answer_text,pp
12,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P13
12,9,9. I would use this response as my own.,1,,P13
1,1,1. I am in control of what my avatar says,4,,P14
1,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P14
1,3,3. My avatar's speech just happen without my intention,7,,P14
1,4,4. I am the author of my avatar's speech,7,,P14
1,5,5. Things my avatar says are subject only to my free will,1,,P14
1,6,6. Nothing my avatar says is actually voluntary,7,,P14
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P14
1,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P14
1,9,9. I would use this response as my own.,10,,P14
2,1,1. I am in control of what my avatar says,6,,P14
2,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P14
2,3,3. My avatar's speech just happen without my intention,7,,P14
2,4,4. I am the author of my avatar's speech,4,,P14
2,5,5. Things my avatar says are subject only to my free will,2,,P14
2,6,6. Nothing my avatar says is actually voluntary,6,,P14
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P14
2,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P14
2,9,9. I would use this response as my own.,10,,P14
3,1,1. I am in control of what my avatar says,7,,P14
3,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P14
3,3,3. My avatar's speech just happen without my intention,6,,P14
3,4,4. I am the author of my avatar's speech,7,,P14
3,5,5. Things my avatar says are subject only to my free will,2,,P14
3,6,6. Nothing my avatar says is actually voluntary,6,,P14
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P14
3,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P14
3,9,9. I would use this response as my own.,10,,P14
4,1,1. I am in control of what my avatar says,1,,P14
4,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P14
4,3,3. My avatar's speech just happen without my intention,7,,P14
4,4,4. I am the author of my avatar's speech,1,,P14
4,5,5. Things my avatar says are subject only to my free will,1,,P14
4,6,6. Nothing my avatar says is actually voluntary,3,,P14
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P14
4,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P14
4,9,9. I would use this response as my own.,3,,P14
5,1,1. I am in control of what my avatar says,5,,P14
5,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P14
5,3,3. My avatar's speech just happen without my intention,7,,P14
5,4,4. I am the author of my avatar's speech,5,,P14
5,5,5. Things my avatar says are subject only to my free will,2,,P14
5,6,6. Nothing my avatar says is actually voluntary,6,,P14
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P14
5,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P14
5,9,9. I would use this response as my own.,10,,P14
6,1,1. I am in control of what my avatar says,7,,P14
6,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P14
6,3,3. My avatar's speech just happen without my intention,3,,P14
6,4,4. I am the author of my avatar's speech,7,,P14
6,5,5. Things my avatar says are subject only to my free will,5,,P14
6,6,6. Nothing my avatar says is actually voluntary,7,,P14
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P14
6,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P14
6,9,9. I would use this response as my own.,10,,P14
7,1,1. I am in control of what my avatar says,7,,P14
7,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P14
7,3,3. My avatar's speech just happen without my intention,3,,P14
7,4,4. I am the author of my avatar's speech,7,,P14
7,5,5. Things my avatar says are subject only to my free will,7,,P14
7,6,6. Nothing my avatar says is actually voluntary,7,,P14
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P14
7,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P14
7,9,9. I would use this response as my own.,10,,P14
8,1,1. I am in control of what my avatar says,5,,P14
8,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P14
8,3,3. My avatar's speech just happen without my intention,5,,P14
8,4,4. I am the author of my avatar's speech,5,,P14
8,5,5. Things my avatar says are subject only to my free will,3,,P14
8,6,6. Nothing my avatar says is actually voluntary,4,,P14
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P14
8,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P14
8,9,9. I would use this response as my own.,6,,P14
9,1,1. I am in control of what my avatar says,5,,P14
9,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P14
9,3,3. My avatar's speech just happen without my intention,7,,P14
9,4,4. I am the author of my avatar's speech,4,,P14
9,5,5. Things my avatar says are subject only to my free will,2,,P14
9,6,6. Nothing my avatar says is actually voluntary,6,,P14
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P14
9,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P14
9,9,9. I would use this response as my own.,8,,P14
10,1,1. I am in control of what my avatar says,7,,P14
10,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P14
10,3,3. My avatar's speech just happen without my intention,3,,P14
10,4,4. I am the author of my avatar's speech,7,,P14
10,5,5. Things my avatar says are subject only to my free will,2,,P14
10,6,6. Nothing my avatar says is actually voluntary,6,,P14
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P14
10,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P14
10,9,9. I would use this response as my own.,10,,P14
11,1,1. I am in control of what my avatar says,5,,P14
11,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P14
11,3,3. My avatar's speech just happen without my intention,7,,P14
11,4,4. I am the author of my avatar's speech,4,,P14
11,5,5. Things my avatar says are subject only to my free will,3,,P14
11,6,6. Nothing my avatar says is actually voluntary,3,,P14
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P14
11,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P14
11,9,9. I would use this response as my own.,2,,P14
12,1,1. I am in control of what my avatar says,4,,P14
12,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P14
12,3,3. My avatar's speech just happen without my intention,6,,P14
12,4,4. I am the author of my avatar's speech,4,,P14
12,5,5. Things my avatar says are subject only to my free will,1,,P14
12,6,6. Nothing my avatar says is actually voluntary,4,,P14
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P14
12,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P14
12,9,9. I would use this response as my own.,2,,P14
1,1,1. I am in control of what my avatar says,5,,P15
1,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P15
1,3,3. My avatar's speech just happen without my intention,3,,P15
1,4,4. I am the author of my avatar's speech,5,,P15
1,5,5. Things my avatar says are subject only to my free will,4,,P15
1,6,6. Nothing my avatar says is actually voluntary,4,,P15
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P15
1,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P15
1,9,9. I would use this response as my own.,7,,P15
2,1,1. I am in control of what my avatar says,3,,P15
2,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P15
2,3,3. My avatar's speech just happen without my intention,5,,P15
2,4,4. I am the author of my avatar's speech,4,,P15
2,5,5. Things my avatar says are subject only to my free will,4,,P15
2,6,6. Nothing my avatar says is actually voluntary,5,,P15
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P15
2,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P15
2,9,9. I would use this response as my own.,4,,P15
3,1,1. I am in control of what my avatar says,3,,P15
3,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P15
3,3,3. My avatar's speech just happen without my intention,2,,P15
3,4,4. I am the author of my avatar's speech,4,,P15
3,5,5. Things my avatar says are subject only to my free will,5,,P15
3,6,6. Nothing my avatar says is actually voluntary,5,,P15
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P15
3,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P15
3,9,9. I would use this response as my own.,4,,P15
4,1,1. I am in control of what my avatar says,5,,P15
4,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P15
4,3,3. My avatar's speech just happen without my intention,3,,P15
4,4,4. I am the author of my avatar's speech,6,,P15
4,5,5. Things my avatar says are subject only to my free will,6,,P15
4,6,6. Nothing my avatar says is actually voluntary,3,,P15
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P15
4,8,8. I am completely responsible for everything that results from my avatar's speech,7,,P15
4,9,9. I would use this response as my own.,9,,P15
5,1,1. I am in control of what my avatar says,3,,P15
5,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P15
5,3,3. My avatar's speech just happen without my intention,3,,P15
5,4,4. I am the author of my avatar's speech,2,,P15
5,5,5. Things my avatar says are subject only to my free will,5,,P15
5,6,6. Nothing my avatar says is actually voluntary,7,,P15
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P15
5,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P15
5,9,9. I would use this response as my own.,5,,P15
6,1,1. I am in control of what my avatar says,5,,P15
6,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P15
6,3,3. My avatar's speech just happen without my intention,2,,P15
6,4,4. I am the author of my avatar's speech,5,,P15
